channelNo,date,sum_productZzimCount_diff,sum_rank_diff,sum_adRank_diff,mean_averageReviewScore_diff,sum_totalReviewCount_diff,saleSum
store_1,2022-11-08,182,363,0,4.505714285714285,639,66500
store_1,2022-11-09,182,339,0,4.505714285714285,639,66500
store_1,2022-11-10,182,350,0,4.505714285714285,639,133000
store_1,2022-11-11,178,365,0,4.505714285714285,639,76300
store_1,2022-11-12,170,335,0,4.505714285714285,639,66500
store_1,2022-11-13,167,341,0,4.505714285714285,639,16800
store_1,2022-11-07,182,396,0,4.509047619047619,638,125100
store_1,2022-11-14,161,371,0,4.505714285714285,639,16800
store_1,2022-11-15,161,361,0,4.505714285714285,639,16800
store_1,2022-11-18,161,381,0,4.504761904761905,640,53600
store_1,2022-11-19,162,431,0,4.504761904761905,640,29800
store_1,2022-11-16,161,382,0,4.505714285714285,639,23800
store_1,2022-11-17,161,383,0,4.505714285714285,639,23800
store_1,2022-11-20,162,384,0,4.504761904761905,640,29800
store_1,2022-11-27,177,806,0,4.523636363636364,646,259400
store_1,2022-11-26,177,1151,0,4.523636363636364,646,347000
store_1,2022-11-25,177,424,0,4.296363636363637,643,237500
store_1,2022-11-24,172,413,0,4.296363636363637,643,87600
store_1,2022-11-22,162,370,0,4.296363636363637,643,0
store_1,2022-11-23,167,410,0,4.296363636363637,643,0
store_1,2022-11-21,162,371,0,4.504761904761905,640,0
store_1,2022-12-01,192,1304,0,4.522272727272727,658,155700
store_1,2022-11-30,187,1248,0,4.521363636363637,655,26600
store_1,2022-11-29,182,1049,0,4.521363636363637,654,26600
store_1,2022-11-28,177,832,0,4.521363636363637,647,109500
store_1,2022-12-04,192,1654,0,4.522727272727273,654,121400
store_1,2022-12-02,192,1521,0,4.522272727272727,652,238600
store_1,2022-12-03,192,1583,0,4.522727272727273,655,250500
store_1,2022-12-11,192,1315,0,4.524545454545454,657,19800
store_1,2022-12-10,192,1357,0,4.524545454545454,657,76500
store_1,2022-12-08,192,936,0,4.524545454545454,657,82500
store_1,2022-12-09,192,953,0,4.524545454545454,657,90400
store_1,2022-12-06,192,926,0,4.522727272727273,656,11900
store_1,2022-12-07,192,916,0,4.523181818181818,658,25800
store_1,2022-12-05,192,1720,0,4.522727272727273,655,11900
store_1,2022-12-17,193,1843,0,4.523636363636364,659,42700
store_1,2022-12-16,192,1785,0,4.523636363636364,659,42700
store_1,2022-12-15,192,1948,0,4.525909090909091,658,55600
store_1,2022-12-14,192,1967,0,4.524545454545454,656,40200
store_1,2022-12-13,192,1469,0,4.524545454545454,656,40200
store_1,2022-12-12,192,1415,0,4.524545454545454,657,8400
store_1,2022-12-18,193,1860,0,4.523636363636364,659,32800
store_1,2022-12-23,193,1978,0,4.522727272727273,661,0
store_1,2022-12-22,193,2081,0,4.523636363636364,659,0
store_1,2022-12-25,193,1133,0,4.522727272727273,660,61600
store_1,2022-12-19,193,1913,0,4.523636363636364,659,36200
store_1,2022-12-21,193,2019,0,4.523636363636364,659,22300
store_1,2022-12-20,193,2003,0,4.523636363636364,659,36200
store_1,2022-12-30,194,1706,0,4.522727272727273,661,102400
store_1,2022-12-31,193,1656,0,4.521363636363637,662,69600
store_1,2023-01-01,193,2046,0,4.521363636363637,662,47700
store_1,2022-12-26,193,1134,0,4.522727272727273,660,18900
store_1,2022-12-27,193,1103,0,4.522727272727273,660,18900
store_1,2022-12-28,194,1125,0,4.522727272727273,660,80500
store_1,2022-12-29,194,1126,0,4.522727272727273,661,102400
store_1,2023-01-02,193,2090,0,4.521363636363637,662,47700
store_1,2023-01-04,193,2313,0,4.521363636363637,662,56700
store_1,2023-01-03,193,2143,0,4.521363636363637,662,0
store_1,2023-01-05,193,2228,0,4.521363636363637,662,56700
store_1,2023-01-08,193,2196,0,4.521363636363637,663,0
store_1,2023-01-07,193,2149,0,4.521363636363637,663,0
store_1,2023-01-11,193,1151,0,4.521363636363637,663,0
store_1,2023-01-12,193,1190,0,4.521363636363637,663,0
store_1,2023-01-13,185,1209,0,4.521363636363637,663,0
store_1,2023-01-14,177,1207,0,4.521363636363637,664,19600
store_1,2023-01-15,164,1257,0,4.5190909090909095,665,31500
store_1,2023-01-10,193,1180,0,4.521363636363637,663,0
store_1,2023-01-09,193,2183,0,4.521363636363637,663,0
store_1,2023-01-16,162,874,0,4.5190909090909095,665,31500
store_1,2023-01-17,161,863,0,4.5190909090909095,665,23800
store_1,2023-01-18,161,1012,0,4.519545454545455,666,11900
store_1,2023-01-21,146,1957,0,4.519545454545455,667,56700
store_1,2023-01-22,140,965,0,4.5177272727272735,668,0
store_1,2023-01-19,155,2003,0,4.519545454545455,666,56700
store_1,2023-01-20,151,1952,0,4.519545454545455,666,56700
store_1,2023-01-29,139,2303,0,4.5177272727272735,668,135100
store_1,2023-01-28,139,1272,0,4.5177272727272735,668,21700
store_1,2023-01-27,140,1219,0,4.5177272727272735,668,9800
store_1,2023-01-25,140,1173,0,4.5177272727272735,668,0
store_1,2023-01-26,140,1191,0,4.5177272727272735,668,0
store_1,2023-01-23,140,1188,0,4.5177272727272735,668,0
store_1,2023-01-24,140,1172,0,4.5177272727272735,668,0
store_1,2023-02-05,128,1582,0,4.5177272727272735,668,73500
store_1,2023-01-30,139,2329,0,4.5177272727272735,668,182000
store_1,2023-02-04,133,1578,0,4.5177272727272735,668,87400
store_1,2023-02-03,139,1559,0,4.5177272727272735,668,87400
store_1,2023-02-02,139,1518,0,4.5177272727272735,668,13900
store_1,2023-02-01,139,1485,0,4.5177272727272735,668,56700
store_1,2023-01-31,139,2357,0,4.5177272727272735,668,170100
store_1,2023-02-07,128,641,0,4.5177272727272735,669,31500
store_1,2023-02-06,128,1580,0,4.5177272727272735,668,19600
store_1,2023-02-09,107,2023,0,4.518181818181819,670,92400
store_1,2023-02-08,118,2001,0,4.518181818181819,670,112000
store_1,2023-02-11,86,1331,0,4.5177272727272735,669,104300
store_1,2023-02-10,98,2331,0,4.518181818181819,670,80500
store_1,2023-02-12,85,1384,0,4.5177272727272735,669,161000
store_1,2023-02-13,85,2381,0,4.5177272727272735,669,161000
store_1,2023-02-14,84,2326,0,4.5181818181818185,670,125300
store_1,2023-02-15,84,2222,0,4.5177272727272735,672,68600
store_1,2023-02-16,84,519,0,4.321304347826088,673,68600
store_1,2023-02-17,79,520,0,4.31695652173913,674,27800
store_1,2023-02-18,79,520,0,4.31695652173913,674,27800
store_1,2023-02-19,79,509,0,4.31695652173913,674,27800
store_2,2021-12-24,38,0,0,3.825714285714286,399,275000
store_2,2021-12-26,38,0,0,3.825714285714286,399,96000
store_2,2021-12-21,38,0,0,3.8242857142857134,393,96000
store_2,2021-12-20,38,0,0,3.8242857142857134,393,48000
store_2,2021-12-23,38,0,0,3.825,398,192000
store_2,2021-12-25,38,0,0,3.825714285714286,399,275000
store_2,2021-12-22,38,0,0,3.8242857142857134,393,192000
store_2,2021-12-27,37,0,0,3.825714285714286,399,96000
store_2,2022-01-01,37,0,0,3.8271428571428574,403,227000
store_2,2021-12-29,37,0,0,3.825714285714286,399,144000
store_2,2021-12-28,37,0,0,3.825714285714286,399,48000
store_2,2022-01-02,37,0,0,3.8278571428571433,404,275000
store_2,2021-12-30,37,0,0,3.825714285714286,400,336000
store_2,2021-12-31,37,0,0,3.8271428571428574,403,371000
store_2,2022-01-03,37,0,0,3.8278571428571433,405,288000
store_2,2022-01-06,37,0,0,3.8278571428571433,405,192000
store_2,2022-01-09,37,0,0,3.8285714285714287,408,144000
store_2,2022-01-04,37,0,0,3.8278571428571433,405,480000
store_2,2022-01-07,37,0,0,3.8278571428571433,405,96000
store_2,2022-01-08,37,0,0,3.8285714285714287,407,96000
store_2,2022-01-05,37,0,0,3.8278571428571433,405,240000
store_2,2022-01-14,37,0,0,3.8278571428571433,414,144000
store_2,2022-01-11,37,0,0,3.8285714285714287,408,240000
store_2,2022-01-12,37,0,0,3.8285714285714287,410,192000
store_2,2022-01-16,37,0,0,3.8242857142857134,418,192000
store_2,2022-01-10,37,0,0,3.8285714285714287,408,192000
store_2,2022-01-15,37,0,0,3.825,416,192000
store_2,2022-01-17,37,0,0,3.825,420,144000
store_2,2022-01-18,37,0,0,3.825,421,192000
store_2,2022-01-19,37,0,0,3.825,422,192000
store_2,2022-01-20,37,0,0,3.825,423,192000
store_2,2022-01-21,37,0,0,3.825,424,144000
store_2,2022-01-22,37,0,0,3.8278571428571433,423,192000
store_2,2022-01-23,37,0,0,3.8278571428571433,424,144000
store_2,2022-01-27,37,0,0,3.8278571428571433,426,144000
store_2,2022-01-26,37,0,0,3.8278571428571433,426,240000
store_2,2022-01-29,37,0,0,3.8278571428571433,427,96000
store_2,2022-01-28,37,0,0,3.8278571428571433,427,96000
store_2,2022-01-30,37,0,0,3.8278571428571433,427,48000
store_2,2022-02-02,37,0,0,3.8278571428571433,427,0
store_2,2022-02-01,37,0,0,3.8278571428571433,427,0
store_2,2022-02-05,37,0,0,3.8278571428571433,427,48000
store_2,2022-01-31,37,0,0,3.8278571428571433,427,0
store_2,2022-02-12,36,0,0,3.829285714285714,436,48000
store_2,2022-02-19,36,0,0,3.829285714285714,436,96000
store_2,2022-02-26,36,0,0,3.83,440,48000
store_2,2022-03-05,36,0,0,3.83,443,336000
store_2,2022-03-12,36,0,0,3.830714285714286,446,48000
store_2,2022-03-19,36,0,0,3.8285714285714287,448,192000
store_2,2022-03-26,36,0,0,3.829285714285714,452,192000
store_2,2022-04-02,36,0,0,3.830714285714286,457,111000
store_2,2022-04-09,36,0,0,3.830714285714286,460,38000
store_2,2022-04-16,36,0,0,3.830714285714286,462,149000
store_2,2022-04-23,37,0,0,3.8314285714285714,467,114000
store_2,2022-04-30,37,0,0,3.830714285714286,469,76000
store_2,2022-05-07,37,0,0,3.830714285714286,469,76000
store_2,2022-05-14,37,0,0,3.830714285714286,473,190000
store_2,2022-05-21,37,0,0,3.830714285714286,474,38000
store_2,2022-05-28,38,0,0,3.830714285714286,475,76000
store_2,2022-06-04,37,0,0,3.83,477,0
store_2,2022-06-11,38,0,0,3.83,477,0
store_2,2022-06-18,38,0,0,3.83,477,0
store_2,2022-06-25,38,0,0,3.83,477,0
store_2,2022-07-02,37,0,0,3.83,477,0
store_2,2022-07-09,37,0,0,3.83,477,0
store_2,2022-07-11,37,0,0,3.83,477,0
store_2,2022-07-16,37,0,0,3.83,478,0
store_2,2022-07-23,37,0,0,3.83,478,0
store_2,2022-07-30,37,0,0,3.83,478,0
store_2,2022-08-06,37,0,0,3.83,478,0
store_2,2022-08-13,39,0,0,3.83,478,0
store_2,2022-08-20,38,0,0,3.83,478,0
store_2,2022-08-27,38,2288,0,3.83,478,31800
store_2,2022-09-03,43,726,0,3.83,479,569900
store_2,2022-09-10,42,1096,0,3.830714285714286,486,124000
store_2,2022-09-17,47,1160,0,3.875333333333333,494,1837700
store_2,2022-09-24,59,1160,0,3.899333333333333,531,1652800
store_2,2022-10-01,66,1298,0,3.905333333333333,559,1459000
store_2,2022-10-08,65,1067,0,3.9046666666666665,594,304000
store_2,2022-10-15,57,754,0,4.184285714285714,615,253000
store_2,2022-10-22,30,894,0,3.5886666666666667,320,97000
store_2,2022-10-29,10,666,0,3.58,34,118000
store_2,2022-11-03,6,0,0,2.852,182,195000
store_2,2022-11-04,6,0,0,2.852,183,195000
store_2,2022-11-05,6,0,0,2.858,184,356000
store_2,2022-11-06,6,0,0,2.858,184,266000
store_2,2022-11-09,8,481,0,2.8600000000000003,185,204000
store_2,2022-11-08,7,561,0,2.8600000000000003,185,179000
store_2,2022-11-11,8,1295,0,3.864,187,332000
store_2,2022-11-10,8,464,0,3.86,186,300000
store_2,2022-11-13,8,1366,0,3.87,188,215000
store_2,2022-11-12,7,1350,0,3.864,187,272000
store_2,2022-11-07,7,640,0,2.858,184,267000
store_2,2022-11-15,8,670,0,3.874,190,201000
store_2,2022-11-14,8,682,0,3.87,188,128000
store_2,2022-11-19,10,1726,0,4.766,197,153000
store_2,2022-11-18,8,1689,0,3.872,194,144000
store_2,2022-11-17,8,1561,0,3.872,194,167000
store_2,2022-11-16,8,1429,0,3.868,193,186000
store_2,2022-11-20,10,1724,0,4.766,197,118000
store_2,2022-11-26,10,0,0,4.676,201,134000
store_2,2022-11-27,10,0,0,4.672,202,105000
store_2,2022-11-24,9,1012,0,4.674,200,224000
store_2,2022-11-25,10,0,0,4.674,200,259000
store_2,2022-11-23,9,2014,0,4.666,198,230000
store_2,2022-11-22,9,1959,0,4.666,198,105000
store_2,2022-11-21,10,1729,0,4.666,198,134000
store_2,2022-11-30,10,0,0,4.672,202,0
store_2,2022-12-01,10,0,0,4.672,202,0
store_2,2022-11-28,10,0,0,4.672,202,35000
store_2,2022-11-29,10,0,0,4.672,202,35000
store_2,2022-12-04,10,0,0,4.672,202,160000
store_2,2022-12-03,10,0,0,4.672,202,160000
store_2,2022-12-02,10,0,0,4.672,202,35000
store_2,2022-12-10,10,0,0,4.678,204,35000
store_2,2022-12-11,10,0,0,4.68,205,145000
store_2,2022-12-09,10,0,0,4.678,204,35000
store_2,2022-12-08,10,0,0,4.676,203,70000
store_2,2022-12-07,10,0,0,4.672,202,70000
store_2,2022-12-06,10,0,0,4.672,202,35000
store_2,2022-12-05,10,0,0,4.672,202,125000
store_2,2022-12-16,10,0,0,4.686,209,160000
store_2,2022-12-17,10,0,0,4.688,211,0
store_2,2022-12-14,10,0,0,4.684,208,195000
store_2,2022-12-15,10,0,0,4.686,209,160000
store_2,2022-12-12,10,0,0,4.68,205,180000
store_2,2022-12-13,10,0,0,4.682,207,145000
store_2,2022-12-18,10,0,0,4.688,211,55000
store_2,2022-12-22,10,0,0,4.69,212,140000
store_2,2022-12-23,10,0,0,4.69,212,175000
store_2,2022-12-24,10,0,0,4.69,212,175000
store_2,2022-12-25,10,0,0,4.692,213,140000
store_2,2022-12-19,10,0,0,4.688,211,55000
store_2,2022-12-20,10,0,0,4.688,211,90000
store_2,2022-12-21,10,0,0,4.688,211,70000
store_2,2022-12-31,11,0,0,4.688,214,285000
store_2,2022-12-30,11,0,0,4.692,213,90000
store_2,2023-01-01,11,0,0,4.688,214,250000
store_2,2022-12-27,11,0,0,4.692,213,70000
store_2,2022-12-26,10,0,0,4.692,213,70000
store_2,2022-12-29,11,0,0,4.692,213,35000
store_2,2022-12-28,11,0,0,4.692,213,0
store_2,2023-01-02,12,0,0,4.692,217,230000
store_2,2023-01-03,12,0,0,4.692,217,35000
store_2,2023-01-04,12,0,0,4.694,218,70000
store_2,2023-01-05,12,0,0,4.694,218,35000
store_2,2023-01-07,13,0,0,4.785,214,160000
store_2,2023-01-08,13,0,0,4.7875,215,105000
store_2,2023-01-12,13,0,0,4.7875,216,90000
store_2,2023-01-11,13,0,0,4.7875,216,125000
store_2,2023-01-14,13,0,0,4.79,217,125000
store_2,2023-01-13,13,0,0,4.7875,216,90000
store_2,2023-01-15,13,0,0,4.7925,218,125000
store_2,2023-01-09,13,0,0,4.7875,215,105000
store_2,2023-01-10,13,0,0,4.7875,216,35000
store_2,2023-01-16,13,0,0,4.7925,218,180000
store_2,2023-01-18,13,0,0,4.7925,219,110000
store_2,2023-01-17,13,0,0,4.7925,218,55000
store_2,2023-01-22,13,0,0,4.7925,222,0
store_2,2023-01-21,13,0,0,4.7925,222,35000
store_2,2023-01-20,13,0,0,4.7925,222,90000
store_2,2023-01-19,13,0,0,4.7925,220,90000
store_2,2023-01-29,13,0,0,4.795,223,105000
store_2,2023-01-27,13,0,0,4.795,223,105000
store_2,2023-01-28,13,0,0,4.795,223,140000
store_2,2023-01-26,13,0,0,4.795,223,105000
store_2,2023-01-25,13,0,0,4.7925,222,70000
store_2,2023-01-24,13,0,0,4.7925,222,70000
store_2,2023-01-23,13,0,0,4.7925,222,0
store_2,2023-02-04,11,0,0,4.84,222,213000
store_2,2023-01-30,13,0,0,4.795,223,35000
store_2,2023-02-05,11,0,0,4.84,223,163000
store_2,2023-02-02,13,0,0,4.797499999999999,225,160000
store_2,2023-02-03,11,0,0,4.84,222,151000
store_2,2023-01-31,13,0,0,4.795,224,70000
store_2,2023-02-01,13,0,0,4.797499999999999,225,105000
store_2,2023-02-06,11,0,0,4.84,223,167000
store_2,2023-02-07,11,0,0,4.843333333333333,224,105000
store_2,2023-02-08,11,0,0,4.843333333333333,224,140000
store_2,2023-02-09,11,0,0,4.843333333333333,224,70000
store_2,2023-02-10,11,0,0,4.843333333333333,225,35000
store_2,2023-02-11,11,0,0,4.843333333333333,225,85000
store_2,2023-02-12,11,0,0,4.846666666666667,226,116000
store_2,2023-02-13,11,0,0,4.8500000000000005,228,116000
store_2,2023-02-15,11,0,0,4.853333333333333,230,35000
store_2,2023-02-14,11,0,0,4.853333333333333,229,66000
store_2,2023-02-17,12,0,0,4.853333333333333,230,221000
store_2,2023-02-16,11,0,0,4.853333333333333,230,221000
store_2,2023-02-19,12,0,0,4.853333333333333,230,35000
store_2,2023-02-18,12,0,0,4.853333333333333,230,186000
store_3,2021-12-23,221,2869,0,2.791724137931035,597,340950
store_3,2021-12-22,222,2267,0,2.6193103448275865,596,486970
store_3,2021-12-25,222,2067,0,2.7948275862068965,598,400290
store_3,2021-12-24,222,2694,0,2.7948275862068965,598,425680
store_3,2021-12-21,223,2267,0,2.6193103448275865,596,545370
store_3,2021-12-26,222,1551,0,2.7948275862068965,598,370760
store_3,2022-01-02,220,2033,0,2.7944827586206897,606,170400
store_3,2021-12-28,221,1701,0,2.7934482758620693,601,204700
store_3,2021-12-31,220,1923,0,2.7944827586206897,605,353620
store_3,2021-12-30,220,922,0,2.794137931034483,603,454320
store_3,2021-12-27,221,1665,0,2.7948275862068965,600,99550
store_3,2021-12-29,221,1240,0,2.793793103448276,602,355450
store_3,2022-01-01,221,2141,0,2.7944827586206897,606,211170
store_3,2022-01-07,213,1369,0,2.7192857142857143,606,254880
store_3,2022-01-05,220,2794,0,2.7944827586206893,609,433680
store_3,2022-01-08,213,1203,0,2.7192857142857143,608,66400
store_3,2022-01-06,213,2671,0,2.7157142857142853,603,371150
store_3,2022-01-03,221,2236,0,2.794137931034483,607,116530
store_3,2022-01-04,223,2770,0,2.794137931034483,608,251900
store_3,2022-01-09,213,1259,0,2.7242857142857138,612,58100
store_3,2022-01-15,211,1297,0,2.7271428571428573,615,269400
store_3,2022-01-10,213,1319,0,2.724642857142857,613,104850
store_3,2022-01-16,211,1508,0,2.7292857142857145,620,200800
store_3,2022-01-11,210,1060,0,2.724642857142857,613,209480
store_3,2022-01-14,211,1248,0,2.7260714285714287,614,358280
store_3,2022-01-12,209,1399,0,2.724642857142857,613,298360
store_3,2022-01-18,215,597,0,2.7292857142857145,620,129750
store_3,2022-01-19,215,625,0,2.7292857142857145,621,401950
store_3,2022-01-17,210,1042,0,2.7292857142857145,620,21170
store_3,2022-01-22,214,919,0,2.730714285714286,622,416820
store_3,2022-01-23,214,1066,0,2.730714285714286,622,327800
store_3,2022-01-20,216,1019,0,2.730714285714286,622,584320
store_3,2022-01-21,215,842,0,2.730714285714286,622,498720
store_3,2022-01-27,214,2718,0,2.730714285714286,623,367490
store_3,2022-01-26,214,974,0,2.730714285714286,623,377540
store_3,2022-01-30,213,1037,0,2.7310714285714286,625,0
store_3,2022-01-29,212,785,0,2.7310714285714286,624,103850
store_3,2022-01-28,212,2494,0,2.7310714285714286,624,196550
store_3,2022-02-02,212,465,0,2.731071428571429,625,32850
store_3,2022-02-01,213,631,0,2.731071428571429,625,0
store_3,2022-02-04,213,1710,0,2.731428571428572,626,179480
store_3,2022-02-03,213,1378,0,2.731428571428572,626,74000
store_3,2022-02-06,213,2108,0,2.671785714285714,632,423080
store_3,2022-02-05,213,1182,0,2.698571428571428,630,352580
store_3,2022-01-31,213,598,0,2.731071428571429,625,0
store_3,2022-02-08,212,1258,0,2.6721428571428567,633,518280
store_3,2022-02-07,212,2060,0,2.671785714285714,632,465330
store_3,2022-02-09,213,1457,0,2.6721428571428567,633,656490
store_3,2022-02-10,214,566,0,2.6721428571428567,634,739910
store_3,2022-02-11,212,590,0,2.6721428571428567,634,542920
store_3,2022-02-12,210,603,0,2.673571428571428,638,557450
store_3,2022-02-13,210,1359,0,2.671785714285714,640,453330
store_3,2022-02-18,205,2034,0,2.7349999999999994,638,389750
store_3,2022-02-17,206,1020,0,2.73375,636,328350
store_3,2022-02-20,207,1361,0,2.7349999999999994,639,282900
store_3,2022-02-19,206,1770,0,2.7349999999999994,638,320250
store_3,2022-02-14,209,1756,0,2.671785714285714,640,328930
store_3,2022-02-15,209,1833,0,2.671785714285714,640,195500
store_3,2022-02-16,210,1044,0,2.673571428571428,642,320800
store_3,2022-02-22,207,1169,0,2.735416666666666,641,54000
store_3,2022-02-21,208,1533,0,2.735416666666666,640,137900
store_3,2022-02-24,203,1216,0,2.735416666666666,641,179770
store_3,2022-02-23,202,1170,0,2.735416666666666,641,164000
store_3,2022-02-25,203,1151,0,2.735416666666666,641,303450
store_3,2022-02-26,204,1151,0,2.735416666666666,641,216130
store_3,2022-02-27,204,1229,0,2.735416666666666,641,348140
store_3,2022-03-05,201,813,0,2.7586363636363638,616,236370
store_3,2022-03-06,201,939,0,2.7586363636363638,616,241970
store_3,2022-03-01,203,1403,0,2.735416666666666,641,369540
store_3,2022-03-02,205,1518,0,2.735416666666666,641,377710
store_3,2022-03-03,206,1518,0,2.735416666666666,641,285010
store_3,2022-03-04,206,1175,0,2.945,645,318520
store_3,2022-02-28,204,1256,0,2.735416666666666,641,364860
store_3,2022-03-11,192,865,0,2.539,602,113550
store_3,2022-03-12,78,0,0,2.266521739130435,220,270320
store_3,2022-03-09,197,944,0,2.7595454545454543,618,108170
store_3,2022-03-10,197,1372,0,2.7595454545454543,618,115550
store_3,2022-03-07,201,902,0,2.7595454545454543,617,205070
store_3,2022-03-08,201,912,0,2.7595454545454543,617,151270
