channelNo,date,sum_productZzimCount_diff,sum_rank_diff,sum_adRank_diff,mean_averageReviewScore_diff,sum_totalReviewCount_diff,saleSum
store_3,2022-03-13,79,2614,0,2.266521739130435,220,288650
store_3,2022-03-20,80,1067,0,2.266521739130435,220,305570
store_3,2022-03-19,79,1067,0,2.266521739130435,220,420510
store_3,2022-03-18,80,1635,0,2.266521739130435,220,465980
store_3,2022-03-17,80,1542,0,2.266521739130435,220,240960
store_3,2022-03-16,80,3215,0,2.266521739130435,220,234020
store_3,2022-03-15,81,3142,0,2.266521739130435,220,195030
store_3,2022-03-14,79,3370,0,2.266521739130435,220,346250
store_3,2022-03-23,84,2787,0,2.1720833333333336,220,235190
store_3,2022-03-24,85,2605,0,2.1725,221,281050
store_3,2022-03-21,81,1098,0,2.266521739130435,220,144490
store_3,2022-03-22,83,1241,0,2.1720833333333336,220,148230
store_3,2022-03-27,87,1094,0,2.1725,226,301370
store_3,2022-03-25,86,2042,0,2.1725,221,293870
store_3,2022-03-26,87,1047,0,2.1725,222,395290
store_3,2022-03-28,87,1955,0,2.1725,226,264580
store_3,2022-04-01,89,2161,0,2.17,229,313920
store_3,2022-03-31,89,1564,0,2.172916666666667,227,278830
store_3,2022-03-30,89,1517,0,2.1725,226,265800
store_3,2022-03-29,88,1973,0,2.1725,226,154480
store_3,2022-04-02,89,1479,0,2.17,229,149370
store_3,2022-04-04,89,1772,0,2.17,229,135690
store_3,2022-04-11,91,1715,0,2.169583333333333,231,251140
store_3,2022-04-18,93,1913,0,2.169583333333333,231,191210
store_3,2022-04-25,92,3377,0,2.760357142857143,244,230530
store_3,2022-05-02,109,2575,0,2.909666666666667,282,301180
store_3,2022-05-14,111,3084,0,2.5716666666666668,251,676480
store_3,2022-05-15,111,2150,0,2.7383333333333337,253,769880
store_3,2022-05-12,112,2320,0,2.571,249,313520
store_3,2022-05-13,111,3457,0,2.571,249,522700
store_3,2022-05-10,119,3114,0,2.7278125,284,307460
store_3,2022-05-11,120,3230,0,2.7278125,284,569460
store_3,2022-05-09,120,768,0,2.909666666666667,284,358420
store_3,2022-05-22,314,1866,0,3.0733333333333333,263,548200
store_3,2022-05-21,313,2796,0,3.0730000000000004,262,774580
store_3,2022-05-20,296,2951,0,3.0730000000000004,262,658400
store_3,2022-05-19,237,3129,0,3.0720000000000005,260,644180
store_3,2022-05-18,182,2368,0,3.071333333333333,258,334080
store_3,2022-05-17,114,1831,0,2.9046666666666665,256,334980
store_3,2022-05-16,112,2071,0,2.7373333333333334,254,611080
store_3,2022-05-29,497,1881,0,3.243666666666667,267,773420
store_3,2022-05-23,314,1940,0,3.2396666666666665,266,440680
store_3,2022-05-28,496,1829,0,3.243666666666667,267,845960
store_3,2022-05-25,386,2079,0,3.2396666666666665,266,274540
store_3,2022-05-24,364,1747,0,3.2396666666666665,266,343680
store_3,2022-05-27,444,937,0,3.243666666666667,267,799660
store_3,2022-05-26,430,1927,0,3.2396666666666665,266,434520
store_3,2022-06-05,616,1143,0,3.2233333333333336,273,321520
store_3,2022-06-01,570,2082,0,3.244,269,459520
store_3,2022-06-02,581,1092,0,3.244,269,436300
store_3,2022-06-03,600,1145,0,3.244,269,390880
store_3,2022-06-04,606,1164,0,3.24,270,297220
store_3,2022-05-31,554,1816,0,3.244,269,431740
store_3,2022-05-30,497,2329,0,3.244,269,367700
store_3,2022-06-06,638,1948,0,3.2233333333333336,273,247160
store_3,2022-06-07,637,1850,0,3.2233333333333336,273,368480
store_3,2022-06-08,637,2001,0,3.2233333333333336,273,509500
store_3,2022-06-11,720,1063,0,3.2233333333333336,275,612840
store_3,2022-06-12,722,2008,0,3.2233333333333336,276,535160
store_3,2022-06-09,638,1810,0,3.2233333333333336,273,720280
store_3,2022-06-10,720,1243,0,3.2233333333333336,275,930260
store_3,2022-06-19,714,778,0,3.224333333333333,282,544620
store_3,2022-06-18,713,850,0,3.2233333333333336,281,599880
store_3,2022-06-17,713,954,0,3.2233333333333336,281,493300
store_3,2022-06-15,713,1986,0,3.223666666666667,278,856420
store_3,2022-06-16,713,968,0,3.2233333333333336,281,885300
store_3,2022-06-13,721,2458,0,3.223666666666667,278,222240
store_3,2022-06-14,714,2196,0,3.223666666666667,278,701500
store_3,2022-06-24,715,0,0,3.226,286,754280
store_3,2022-06-23,715,1026,0,3.2253333333333334,284,508840
store_3,2022-06-22,716,1026,0,3.224666666666667,283,325060
store_3,2022-06-21,716,1690,0,3.224333333333333,282,130500
store_3,2022-06-20,716,1167,0,3.224333333333333,282,339520
store_3,2022-06-25,717,898,0,3.226,287,542620
store_3,2022-06-26,718,898,0,3.39,289,466140
store_3,2022-07-03,715,831,0,3.632857142857143,295,520040
store_3,2022-06-27,719,0,0,3.390333333333333,290,187140
store_3,2022-06-28,721,0,0,3.390333333333333,290,363360
store_3,2022-07-01,715,566,0,3.632857142857143,293,657120
store_3,2022-07-02,715,566,0,3.632857142857143,293,436800
store_3,2022-06-29,713,0,0,3.632857142857143,292,700480
store_3,2022-06-30,714,289,0,3.632857142857143,293,789860
store_3,2022-07-06,718,828,0,3.6396428571428574,298,809940
store_3,2022-07-05,716,828,0,3.632857142857143,295,485760
store_3,2022-07-04,716,828,0,3.632857142857143,295,441560
store_3,2022-07-10,727,180,0,3.419354838709677,343,217380
store_3,2022-07-09,727,176,0,3.419354838709677,342,326040
store_3,2022-07-08,717,0,0,3.6396428571428574,299,806020
store_3,2022-07-07,720,828,0,3.6396428571428574,299,935420
store_3,2022-07-12,728,187,0,3.419677419354839,348,377020
store_3,2022-07-11,728,187,0,3.419354838709677,344,178560
store_3,2022-07-14,670,165,0,3.328275862068966,338,863520
store_3,2022-07-13,670,173,0,3.327931034482759,337,513820
store_3,2022-07-16,673,79,0,3.328275862068966,338,762220
store_3,2022-07-15,671,168,0,3.328275862068966,338,817120
store_3,2022-07-17,676,86,0,3.328275862068966,338,400460
store_3,2022-07-19,678,96,0,3.332413793103448,344,382780
store_3,2022-07-20,679,105,0,3.332758620689656,346,472360
store_3,2022-07-21,679,1032,0,3.3331034482758626,349,662720
store_3,2022-07-22,672,1055,0,3.3331034482758626,349,490820
store_3,2022-07-23,673,146,0,3.335172413793104,354,340040
store_3,2022-07-24,674,172,0,3.335172413793104,354,147780
store_3,2022-07-18,677,99,0,3.332413793103448,344,317980
store_3,2022-07-29,676,516,0,3.114838709677419,359,777660
store_3,2022-07-30,676,1294,0,3.114838709677419,359,876660
store_3,2022-07-27,676,159,0,3.329655172413793,359,395100
store_3,2022-07-28,676,507,0,3.114838709677419,359,717760
store_3,2022-07-25,674,156,0,3.332758620689655,355,108180
store_3,2022-07-31,677,1969,0,3.114838709677419,359,643380
store_3,2022-07-26,676,159,0,3.332758620689655,356,262080
store_3,2022-08-02,676,2374,0,3.114838709677419,360,470360
store_3,2022-08-01,676,2142,0,3.114838709677419,360,672860
store_3,2022-08-13,677,3052,0,3.117096774193548,369,501040
store_3,2022-08-12,677,2698,0,3.117096774193548,368,646940
store_3,2022-08-14,676,3154,0,3.117096774193548,369,286380
store_3,2022-08-11,677,2550,0,3.117096774193548,368,792560
store_3,2022-08-10,677,2352,0,3.1167741935483866,366,601580
store_3,2022-08-09,677,1895,0,3.117419354838709,365,381340
store_3,2022-08-08,677,2837,0,3.117419354838709,365,441840
store_3,2022-08-15,676,3232,0,3.117096774193548,369,378800
store_3,2022-08-17,677,2208,0,3.117096774193548,370,388700
store_3,2022-08-16,677,3201,0,3.117096774193548,369,341900
store_3,2022-08-19,550,3108,0,2.9425,263,952560
store_3,2022-08-18,550,2965,0,2.9425,263,939600
store_3,2022-08-20,550,3190,0,2.9425,263,799560
store_3,2022-08-21,550,3395,0,2.9425,264,221760
store_3,2022-08-28,548,3451,0,2.867777777777778,267,287440
store_3,2022-08-22,550,3230,0,2.942857142857143,265,176400
store_3,2022-08-23,550,3079,0,2.943214285714286,266,439380
store_3,2022-08-24,551,3300,0,2.943214285714286,266,408620
store_3,2022-08-25,549,3359,0,2.867037037037037,266,408620
store_3,2022-08-26,548,4107,0,2.867037037037037,266,375760
store_3,2022-08-27,548,4214,0,2.867777777777778,267,319840
store_3,2022-09-02,244,1435,0,2.0175,45,878400
store_3,2022-09-01,243,1715,0,2.0175,45,599400
store_3,2022-09-04,244,301,0,2.013333333333333,47,1457100
store_3,2022-09-03,244,369,0,2.0125,46,910800
store_3,2022-08-29,548,3691,0,2.867777777777778,267,117080
store_3,2022-08-31,548,3667,0,2.838518518518518,276,524520
store_3,2022-08-30,548,3644,0,2.838518518518518,276,262260
store_3,2022-09-09,263,751,0,2.2453846153846158,49,181800
store_3,2022-09-10,263,809,0,2.2453846153846158,49,185400
store_3,2022-09-11,263,1119,0,2.2453846153846158,49,97200
store_3,2022-09-05,244,417,0,2.013333333333333,47,1040400
store_3,2022-09-06,244,512,0,2.43,48,846000
store_3,2022-09-07,263,529,0,2.2453846153846158,49,198900
store_3,2022-09-08,263,600,0,2.2453846153846158,49,222300
store_3,2022-09-17,270,624,0,2.447857142857143,54,632700
store_3,2022-09-18,270,898,0,2.447857142857143,54,313200
store_3,2022-09-15,270,817,0,2.446428571428572,53,509400
store_3,2022-09-16,270,644,0,2.447857142857143,54,503100
store_3,2022-09-13,263,1174,0,2.2453846153846158,50,60300
store_3,2022-09-14,263,989,0,2.2453846153846158,50,125100
store_3,2022-09-12,263,1180,0,2.2453846153846158,49,64800
store_3,2022-09-19,270,886,0,2.45,55,291600
store_3,2022-09-20,270,776,0,2.45,55,259200
store_3,2022-09-25,271,595,0,2.4514285714285715,60,324000
store_3,2022-09-24,271,461,0,2.4514285714285715,58,320800
store_3,2022-09-23,271,461,0,2.4514285714285715,58,598900
store_3,2022-09-22,271,619,0,2.45,57,728500
store_3,2022-09-21,270,562,0,2.45,57,639000
store_3,2022-09-28,271,1816,0,2.4514285714285715,60,639900
store_3,2022-09-27,271,1816,0,2.4514285714285715,60,270900
store_3,2022-09-26,271,595,0,2.4514285714285715,60,372600
store_3,2022-09-30,271,111,0,2.4514285714285715,60,907200
store_3,2022-09-29,271,117,0,2.4514285714285715,60,761400
store_3,2022-10-02,271,95,0,2.4514285714285715,60,687600
store_3,2022-10-01,271,103,0,2.4514285714285715,60,663300
store_3,2022-10-07,273,1084,0,2.4528571428571437,62,689400
store_3,2022-10-08,273,54,0,2.4528571428571437,62,756900
store_3,2022-10-09,273,536,0,2.454285714285714,63,784800
store_3,2022-10-04,272,74,0,2.4514285714285715,60,291600
store_3,2022-10-03,271,84,0,2.4514285714285715,60,477000
store_3,2022-10-06,273,1098,0,2.4528571428571437,62,543600
store_3,2022-10-05,272,69,0,2.4528571428571437,62,247500
store_3,2022-10-11,273,586,0,2.454285714285714,63,486000
store_3,2022-10-12,273,47,0,2.454285714285714,64,275400
store_3,2022-10-13,274,785,0,2.454285714285714,64,524700
store_3,2022-10-14,274,436,0,2.454285714285714,64,645300
store_3,2022-10-10,273,583,0,2.454285714285714,63,639000
store_3,2022-10-15,261,497,0,2.454285714285714,64,564300
store_3,2022-10-16,261,758,0,2.4564285714285714,66,351900
store_3,2022-10-23,261,843,0,2.4571428571428577,69,498600
store_3,2022-10-21,261,521,0,2.4571428571428577,68,892800
store_3,2022-10-22,261,598,0,2.4571428571428577,69,675000
store_3,2022-10-19,261,732,0,2.4571428571428577,68,513900
store_3,2022-10-20,261,734,0,2.4571428571428577,68,755100
store_3,2022-10-17,261,1306,0,2.4564285714285714,66,235800
store_3,2022-10-18,261,822,0,2.4564285714285714,66,333000
store_3,2022-10-30,266,871,0,2.4414285714285717,74,388800
store_3,2022-10-29,263,1066,0,2.4414285714285717,74,763200
store_3,2022-10-28,263,851,0,2.44,73,735300
store_3,2022-10-27,262,694,0,2.44,73,540900
store_3,2022-10-26,262,846,0,2.44,73,263700
store_3,2022-10-25,262,837,0,2.4578571428571427,72,337500
store_3,2022-10-24,263,793,0,2.4571428571428577,71,328500
store_3,2022-11-02,266,979,0,2.4414285714285717,74,423900
store_3,2022-11-03,266,979,0,2.8007142857142857,78,692100
store_3,2022-10-31,266,870,0,2.4414285714285717,74,148500
store_3,2022-11-01,266,1002,0,2.4414285714285717,74,60300
store_3,2022-11-06,267,1127,0,2.7985714285714285,81,541800
store_3,2022-11-04,267,1102,0,2.797857142857143,80,886500
store_3,2022-11-05,267,2132,0,2.7985714285714285,81,555300
store_3,2022-11-11,317,167,0,2.9253333333333336,116,902700
store_3,2022-11-10,317,178,0,2.922,115,846000
store_3,2022-11-09,317,89,0,2.922,115,531000
store_3,2022-11-08,267,85,0,2.7985714285714285,81,517500
store_3,2022-11-13,314,1195,0,2.9266666666666667,118,739800
store_3,2022-11-12,314,1206,0,2.9266666666666667,118,943800
store_3,2022-11-07,267,87,0,2.7985714285714285,81,444600
store_3,2022-11-15,316,119,0,2.927333333333334,119,402600
store_3,2022-11-14,315,114,0,2.927333333333334,119,647100
store_3,2022-11-17,316,120,0,2.9200000000000004,123,877800
store_3,2022-11-16,316,108,0,2.9186666666666667,122,579300
store_3,2022-11-19,320,137,0,2.9226666666666667,124,726900
store_3,2022-11-18,319,129,0,2.9226666666666667,124,986700
store_3,2022-11-20,322,151,0,2.925333333333333,128,736200
store_3,2022-11-24,322,187,0,2.928,131,1157100
store_3,2022-11-25,323,191,0,2.928666666666667,132,1461900
store_3,2022-11-26,326,170,0,2.928666666666667,132,900900
store_3,2022-11-27,327,167,0,2.9293333333333336,134,831600
store_3,2022-11-21,323,151,0,2.925333333333333,128,607500
store_3,2022-11-23,322,168,0,2.926666666666667,129,1026000
store_3,2022-11-22,322,157,0,2.926666666666667,129,587700
store_3,2022-11-28,328,176,0,2.9293333333333336,134,534900
store_3,2022-11-29,329,170,0,2.9306666666666663,136,596400
store_3,2022-11-30,329,182,0,2.9306666666666663,136,851100
store_3,2022-12-01,329,178,0,2.9306666666666663,136,1178700
store_3,2022-12-03,312,163,0,3.1421428571428573,140,965100
store_3,2022-12-02,311,146,0,3.141428571428572,139,1090200
store_3,2022-12-04,312,179,0,3.1421428571428573,140,658800
store_3,2022-12-10,316,225,0,3.144285714285714,145,795600
store_3,2022-12-11,316,228,0,3.145714285714285,147,488400
store_3,2022-12-07,319,191,0,3.143571428571428,143,392100
store_3,2022-12-06,316,200,0,3.142857142857143,142,382500
store_3,2022-12-09,320,199,0,3.143571428571428,143,814800
store_3,2022-12-08,319,192,0,3.143571428571428,143,741900
store_3,2022-12-05,315,197,0,3.1421428571428573,140,566700
store_3,2022-12-14,317,243,0,3.142857142857143,152,699900
store_3,2022-12-15,317,221,0,3.143571428571428,155,1102200
store_3,2022-12-16,317,218,0,3.1442857142857146,158,1332000
store_3,2022-12-17,317,211,0,3.146428571428572,162,1213200
store_3,2022-12-12,316,259,0,3.1442857142857146,150,400200
store_3,2022-12-13,317,244,0,3.1442857142857146,150,409800
store_3,2022-12-18,318,211,0,3.146428571428572,162,912600
store_3,2022-12-25,318,238,0,3.1478571428571427,167,473100
store_3,2022-12-22,318,233,0,3.1478571428571427,165,772800
store_3,2022-12-23,318,195,0,3.1478571428571427,166,828600
store_3,2022-12-20,318,208,0,3.1478571428571427,165,291600
store_3,2022-12-21,318,200,0,3.1478571428571427,165,384900
store_3,2022-12-19,318,196,0,3.147142857142857,164,543600
store_3,2023-01-01,318,236,0,3.150714285714286,175,927600
store_3,2022-12-31,319,214,0,3.150714285714286,174,1542900
store_3,2022-12-30,319,252,0,3.149285714285714,171,1345500
store_3,2022-12-29,318,299,0,3.149285714285714,170,993600
store_3,2022-12-28,318,306,0,3.149285714285714,170,350400
store_3,2022-12-27,318,246,0,3.149285714285714,169,287700
store_3,2022-12-26,318,244,0,3.149285714285714,169,287700
store_3,2023-01-02,321,213,0,3.150714285714286,175,640500
store_3,2023-01-05,325,221,0,3.1514285714285712,176,1030800
store_3,2023-01-03,323,210,0,3.150714285714286,175,411300
store_3,2023-01-04,325,214,0,3.1514285714285712,176,753000
store_3,2023-01-07,327,200,0,3.153571428571429,181,914400
store_3,2023-01-08,327,201,0,3.1542857142857144,182,887100
store_3,2023-01-14,331,225,0,3.1557142857142857,193,1175000
store_3,2023-01-13,331,216,0,3.155,189,1434000
store_3,2023-01-12,331,233,0,3.155,188,1103000
store_3,2023-01-11,331,235,0,3.1542857142857144,186,754000
store_3,2023-01-15,331,286,0,3.155,195,924000
store_3,2023-01-09,329,209,0,3.1542857142857144,182,622200
store_3,2023-01-10,330,207,0,3.1542857142857144,185,558000
store_3,2023-01-18,316,1340,0,2.984615384615384,192,1024000
store_3,2023-01-17,334,1333,0,3.1557142857142857,198,504000
store_3,2023-01-16,332,1285,0,3.1557142857142857,197,587000
store_3,2023-01-20,316,590,0,2.984615384615384,196,1024000
store_3,2023-01-19,316,398,0,2.984615384615384,194,1024000
store_3,2023-01-22,316,1077,0,2.9853846153846155,198,234000
store_3,2023-01-21,316,860,0,2.984615384615384,196,472000
store_3,2023-01-27,316,298,0,2.985384615384615,200,707000
store_3,2023-01-28,317,257,0,2.985384615384615,201,945000
store_3,2023-01-29,317,269,0,2.985384615384615,201,946000
store_3,2023-01-24,316,280,0,2.985384615384615,198,102000
store_3,2023-01-23,316,1066,0,2.985384615384615,198,168000
store_3,2023-01-26,316,272,0,2.985384615384615,198,203000
store_3,2023-01-25,316,275,0,2.985384615384615,198,170000
store_3,2023-02-04,322,861,0,2.986923076923077,209,764000
store_3,2023-01-30,320,238,0,2.9861538461538464,204,608000
store_3,2023-02-05,322,827,0,2.987692307692307,213,583000
store_3,2023-01-31,320,232,0,2.9861538461538464,204,506000
store_3,2023-02-01,320,233,0,2.9861538461538464,207,574000
store_3,2023-02-02,321,203,0,2.9861538461538464,207,589000
store_3,2023-02-03,322,208,0,2.9861538461538464,207,732000
store_3,2023-02-06,322,808,0,2.987692307692307,213,270000
store_3,2023-02-07,322,245,0,2.988461538461538,216,247000
store_3,2023-02-10,327,1139,0,2.986153846153845,224,1011000
store_3,2023-02-11,328,1130,0,2.986153846153845,224,1099000
store_3,2023-02-08,325,293,0,2.988461538461538,217,609000
store_3,2023-02-09,326,290,0,2.988461538461538,221,776000
store_3,2023-02-12,328,260,0,2.986153846153845,226,898000
store_3,2023-02-15,328,1244,0,2.986923076923077,229,261750
store_3,2023-02-14,328,1160,0,2.986153846153845,226,227750
store_3,2023-02-13,328,1241,0,2.986153846153845,226,543750
store_3,2023-02-19,329,144,0,2.986923076923077,233,484000
store_3,2023-02-18,329,170,0,2.986923076923077,232,732000
store_3,2023-02-17,328,228,0,2.986923076923077,231,664000
store_3,2023-02-16,328,231,0,2.986923076923077,230,551000
store_4,2022-01-15,125,234,0,3.3579710144927533,1034,1156000
store_4,2022-01-22,136,461,0,3.445507246376812,1044,1644500
store_4,2022-01-29,139,100,0,3.4292647058823524,1026,433000
store_4,2022-02-05,138,108,0,3.508529411764706,1039,870500
store_4,2022-02-12,143,69,0,3.51029411764706,1051,1651000
store_4,2022-02-19,139,59,0,3.508235294117648,1059,310500
store_4,2022-02-26,139,48,0,3.509117647058824,1064,63000
store_4,2022-03-05,136,22,0,3.5098529411764714,1072,34500
store_4,2022-03-06,139,25,0,2.71780303030303,1197,11500
store_4,2022-03-07,139,39,0,2.71780303030303,1198,0
store_4,2022-03-08,138,43,0,2.71780303030303,1198,0
store_4,2022-03-09,138,46,0,2.71780303030303,1199,0
store_4,2022-03-10,135,51,0,2.71780303030303,1199,0
store_4,2022-03-11,135,55,0,2.71780303030303,1200,0
store_4,2022-03-12,135,83,0,2.71780303030303,1200,0
store_4,2022-03-13,134,89,0,2.71780303030303,1200,11500
store_4,2022-03-14,133,91,0,2.71780303030303,1200,11500
store_4,2022-03-16,133,25,0,2.677238805970149,1200,23000
store_4,2022-03-15,133,34,0,2.71780303030303,1200,23000
store_4,2022-03-18,133,21,0,2.677238805970149,1200,34500
store_4,2022-03-17,133,22,0,2.677238805970149,1200,34500
store_4,2022-03-20,133,15,0,2.677462686567164,1202,11500
store_4,2022-03-19,132,18,0,2.6773134328358204,1201,23000
store_4,2022-03-25,128,45,0,2.677462686567164,1205,0
store_4,2022-03-26,128,43,0,2.677462686567164,1206,0
store_4,2022-03-27,127,93,0,2.677462686567164,1206,0
store_4,2022-03-21,133,15,0,2.677462686567164,1202,0
store_4,2022-03-22,132,31,0,2.677462686567164,1202,0
store_4,2022-03-23,128,28,0,2.677462686567164,1202,0
store_4,2022-03-24,128,44,0,2.677462686567164,1202,0
store_4,2022-03-28,126,96,0,2.677462686567164,1206,0
store_4,2022-04-03,122,112,0,2.717499999999999,1211,0
store_4,2022-04-02,122,112,0,2.717348484848484,1209,0
store_4,2022-03-30,126,102,0,2.677462686567164,1206,0
store_4,2022-03-29,126,96,0,2.677462686567164,1206,0
store_4,2022-04-01,124,87,0,2.6767910447761185,1208,0
store_4,2022-03-31,125,98,0,2.6775373134328357,1207,0
store_4,2022-04-10,122,165,0,2.717499999999999,1212,0
store_4,2022-04-09,122,148,0,2.717499999999999,1212,11500
store_4,2022-04-08,122,108,0,2.717499999999999,1212,11500
store_4,2022-04-07,122,87,0,2.717499999999999,1211,11500
store_4,2022-04-06,121,50,0,2.717499999999999,1211,0
store_4,2022-04-05,121,41,0,2.717499999999999,1211,11500
store_4,2022-04-04,122,0,0,2.7382442748091598,1211,0
store_4,2022-04-13,122,0,0,2.717045454545454,1215,11500
store_4,2022-04-12,122,128,0,2.717045454545454,1215,0
store_4,2022-04-11,122,128,0,2.717499999999999,1214,0
store_4,2022-04-16,122,72,0,2.717045454545454,1215,11500
store_4,2022-04-17,123,498,0,2.717045454545454,1215,11500
store_4,2022-04-14,121,0,0,2.717045454545454,1215,11500
store_4,2022-04-15,122,0,0,2.717045454545454,1215,11500
store_4,2022-04-24,123,181,0,2.717045454545454,1216,0
store_4,2022-04-23,123,84,0,2.717045454545454,1216,0
store_4,2022-04-22,122,103,0,2.717045454545454,1216,11500
store_4,2022-04-20,123,307,0,2.717045454545454,1216,11500
store_4,2022-04-21,122,644,0,2.717045454545454,1216,11500
store_4,2022-04-18,123,600,0,2.717045454545454,1215,11500
store_4,2022-04-19,123,487,0,2.717045454545454,1216,0
store_4,2022-04-25,123,135,0,2.717045454545454,1216,0
store_4,2022-04-29,122,129,0,2.717045454545454,1216,0
store_4,2022-04-28,123,129,0,2.717045454545454,1216,0
store_4,2022-04-27,123,111,0,2.717045454545454,1216,0
store_4,2022-04-26,123,129,0,2.717045454545454,1216,0
store_4,2022-04-30,122,0,0,2.717045454545454,1216,0
store_4,2022-05-01,122,0,0,2.717045454545454,1216,11500
store_4,2022-05-02,122,0,0,2.717045454545454,1216,34500
store_4,2022-05-07,84,0,0,3.49044776119403,631,0
store_4,2022-05-14,84,0,0,3.49044776119403,631,0
store_4,2022-05-21,85,0,0,3.506764705882353,665,11500
store_4,2022-05-28,116,116,0,3.508088235294118,1096,23000
store_4,2022-06-04,84,0,0,3.49044776119403,631,0
store_4,2022-06-11,84,0,0,3.2711940298507463,323,0
store_4,2022-06-18,82,0,0,3.2711940298507463,323,0
store_4,2022-06-25,114,0,0,3.3594117647058823,796,11500
store_4,2022-07-02,115,808,0,3.4329411764705884,798,485500
store_4,2022-07-09,115,107,0,3.4329411764705884,798,31500
store_4,2022-07-16,84,584,0,3.414179104477612,333,0
store_4,2022-07-23,84,298,0,3.414179104477612,335,128000
store_4,2022-07-30,117,556,0,3.506470588235294,802,11500
store_4,2022-08-06,84,0,0,3.488805970149253,336,316000
store_4,2022-08-13,84,960,0,3.488805970149253,336,0
store_4,2022-08-20,84,0,0,3.4891044776119404,337,0
store_4,2022-08-27,83,0,0,3.4891044776119404,338,316000
store_4,2022-09-03,119,134,0,3.506764705882353,805,179500
store_4,2022-09-10,88,27,0,3.4891044776119404,338,0
store_4,2022-09-17,120,179,0,3.506764705882353,808,11500
store_4,2022-09-24,123,74,0,3.506764705882353,809,359000
store_4,2022-10-01,127,84,0,3.505735294117647,811,31500
store_4,2022-10-08,126,256,0,3.505735294117647,813,199500
store_4,2022-10-15,100,217,0,3.5042647058823526,377,370500
store_4,2022-10-22,136,436,0,3.506029411764706,820,347500
store_4,2022-10-29,110,7,0,3.4882089552238806,348,168000
store_4,2022-11-05,137,134,0,3.5259420289855075,867,529600
store_4,2022-11-12,145,475,0,3.6673913043478255,868,953600
store_4,2022-11-19,156,409,0,3.6535294117647057,835,793600
store_4,2022-11-26,158,479,0,3.671304347826087,880,432800
store_4,2022-12-04,167,1213,0,2.753617021276595,1274,232000
store_4,2022-12-03,163,811,0,3.756428571428572,921,696000
store_4,2022-12-10,177,278,0,2.753971631205673,1281,538000
store_4,2022-12-11,180,209,0,2.753971631205673,1282,680400
store_4,2022-12-05,167,1176,0,2.753829787234042,1276,206400
store_4,2022-12-09,175,255,0,2.753971631205673,1280,708000
store_4,2022-12-08,176,258,0,2.7539007092198573,1278,1056800
store_4,2022-12-07,173,180,0,2.753829787234042,1276,837600
store_4,2022-12-06,170,1334,0,2.753829787234042,1276,606400
store_4,2022-12-12,182,198,0,2.753971631205673,1282,1054800
store_4,2022-12-13,182,182,0,2.753971631205673,1282,1497600
store_4,2022-12-16,182,233,0,2.7540425531914887,1286,664000
store_4,2022-12-17,184,236,0,2.7540425531914887,1287,718800
store_4,2022-12-14,181,165,0,2.753971631205673,1282,1329600
store_4,2022-12-15,181,213,0,2.7540425531914887,1286,967200
store_4,2022-12-18,184,255,0,2.754468085106382,1289,589200
store_4,2022-12-19,185,191,0,2.754468085106382,1289,496400
store_4,2022-12-20,184,180,0,2.754468085106382,1290,260800
store_4,2022-12-21,186,167,0,2.754680851063829,1294,245200
store_4,2022-12-22,185,562,0,2.754751773049645,1296,289600
store_4,2022-12-23,186,547,0,2.754751773049645,1296,264000
store_4,2022-12-25,186,279,0,2.7542553191489354,1299,206400
store_4,2022-12-27,188,144,0,2.754326241134751,1302,170000
store_4,2022-12-26,186,149,0,2.754326241134751,1301,180800
store_4,2022-12-29,190,133,0,2.754397163120567,1304,113600
store_4,2022-12-31,189,122,0,2.754397163120567,1305,169200
store_4,2022-12-30,189,128,0,2.754397163120567,1305,143600
store_4,2023-01-01,189,120,0,2.754397163120567,1305,335200
store_4,2023-01-02,188,126,0,2.754397163120567,1305,279600
store_4,2023-01-07,186,115,0,2.754609929078013,1313,51200
store_4,2023-01-08,186,111,0,2.754609929078013,1314,61200
store_4,2023-01-03,190,123,0,2.754397163120567,1305,327200
store_4,2023-01-04,189,102,0,2.7545390070921982,1308,184000
store_4,2023-01-15,183,112,0,2.7540425531914887,1322,88000
store_4,2023-01-12,183,123,0,2.754609929078013,1317,248800
store_4,2023-01-11,185,119,0,2.754609929078013,1317,223200
store_4,2023-01-14,182,121,0,2.754609929078013,1319,114400
store_4,2023-01-13,183,131,0,2.754609929078013,1319,200400
store_4,2023-01-09,187,110,0,2.754609929078013,1315,61200
store_4,2023-01-10,184,128,0,2.754609929078013,1315,122400
store_4,2023-01-16,183,113,0,2.7540425531914887,1324,123600
store_4,2023-01-18,181,106,0,2.7541134751773053,1326,183600
store_4,2023-01-17,183,109,0,2.7541134751773053,1325,170000
store_4,2023-01-22,177,83,0,2.7892907801418447,1331,51200
store_4,2023-01-21,179,87,0,2.753829787234043,1329,38400
store_4,2023-01-20,180,99,0,2.753829787234043,1329,76800
store_4,2023-01-29,173,143,0,2.788936170212766,1337,61200
store_4,2023-01-27,173,164,0,2.7893617021276595,1335,48400
store_4,2023-01-28,174,168,0,2.788936170212766,1337,61200
store_4,2023-01-26,175,80,0,2.7893617021276595,1335,12800
store_4,2023-01-25,176,69,0,2.7892907801418443,1332,0
store_4,2023-01-24,176,110,0,2.7892907801418443,1332,25600
store_4,2023-01-23,175,123,0,2.7892907801418443,1332,38400
store_4,2023-02-02,168,89,0,2.788936170212766,1338,25600
